individual_id,first_name,last_name,age,sex,canton,city,occupation,sector,education,employment_type,marital_status,income_chf,risk_appetite,wallet_share,stress,life_sat,health_score,checking_balance,savings_balance,investment_balance,has_pillar3a,has_investment,has_credit_card,has_insurance,has_mortgage,has_youth_product,deceased,nba_1_id,nba_1_name,nba_1_confidence,nba_1_why,nba_2_id,nba_2_name,nba_2_confidence,nba_2_why,nba_3_id,nba_3_name,nba_3_confidence,nba_3_why
18dc9413-9b82-4ffd-90f3-66cff538d4a4,Ben,Meier,59,M,TG,Kreuzlingen,Risk Manager,finance,university,employed,divorced,11792.96,0.035,0.84,60,56,61,110555.47,52408.84,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"599 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA10,Wealth Building Investment Upsell,0.571,"Income ~CHF 11,793/month, no investment product on file. Open a wealth-building conversation (Anlagekonto/Wertschriftendepot).",NBA06,Idle Cash Savings Upgrade,0.507,"CHF 110,555 in checking vs CHF 52,409 in savings, risk appetite 0.04. Propose moving surplus into a Sparkonto/Anlagesparkonto."
18e0be90-4977-4ace-82cb-055cb58c8681,Nicole,Keller,88,F,SG,Wil SG,Pensioniert,,mandatory,retired,widowed,1811.14,0.0,0.75,66,49,23,18474.56,213232.16,0.0,False,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"307 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: widowed, has mortgage: False. Discuss life or legal protection cover.",NBA14,Churn Risk Retention Outreach,0.067,Transaction activity went from 155 to 152 between the first and second half of the observed window.
18e781ed-7479-466f-88ba-fedf2694333a,Julia,Meyer,82,F,FR,Villarsiviriaux,Pensioniert,,mandatory,retired,widowed,1652.5,0.271,0.38,64,80,25,53541.09,124065.94,0.0,False,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"179 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: widowed, has mortgage: False. Discuss life or legal protection cover.",NBA07,Idle Cash Investment Upsell,0.294,"CHF 53,541 in checking, risk appetite 0.27, no investment product. Propose Fondssparplan/Wertschriftendepot."
18e7c6df-0e41-487f-977f-abedac5be613,Giulia,Wenger,39,F,UR,Schattdorf,Hotelmanager/in,hospitality,university,employed,married,6122.9,0.0,0.62,50,61,62,23953.73,35409.46,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"386 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA05,Job Change Income Review,0.85,"Recent job change into the finance sector, new income ~CHF 6,202/month. Revisit savings rate and pillar3a contribution.",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover."
18ec0e62-e17d-4348-a9e4-dfd28ed2f641,Lea,Schneider,30,F,SZ,Buttikon SZ,Software Engineer,tech,university,employed,single,9526.48,0.156,0.79,47,71,35,44107.51,49779.67,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"538 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA10,Wealth Building Investment Upsell,0.367,"Income ~CHF 9,526/month, no investment product on file. Open a wealth-building conversation (Anlagekonto/Wertschriftendepot).",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover."
18ecfcfd-c146-4ffe-b6a3-7a992fa97f75,Anna,Suter,72,F,FR,Kerzers,Pensioniert,,apprenticeship,retired,married,2605.42,0.0,0.8,75,69,41,66363.19,51383.75,0.0,False,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"296 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover.",NBA06,Idle Cash Savings Upgrade,0.253,"CHF 66,363 in checking vs CHF 51,384 in savings, risk appetite 0.00. Propose moving surplus into a Sparkonto/Anlagesparkonto."
19001286-da75-4bb4-a6ef-db8c64516ba5,Ben,Fischer,29,M,BL,Duggingen,,,university,employed,single,7191.19,0.472,0.49,37,44,85,2660.43,1736.9,0.0,False,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"63 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA08,Pillar 3a Retirement Gap,0.829,"Employment: employed, income ~CHF 7,191/month, no pillar3a product on file. Propose Saeule 3a for the tax deduction.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover."
1903dfea-7f3c-4fda-b20d-79301ab6f851,Mila,Frei,67,F,VD,Chardonne,Pensioniert,,apprenticeship,retired,widowed,2891.79,0.0,0.98,81,70,47,64135.01,55567.84,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"392 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: widowed, has mortgage: False. Discuss life or legal protection cover.",NBA06,Idle Cash Savings Upgrade,0.17,"CHF 64,135 in checking vs CHF 55,568 in savings, risk appetite 0.00. Propose moving surplus into a Sparkonto/Anlagesparkonto."
190a6138-4561-43af-b87e-7973a3f341c4,Elena,Müller,15,F,OW,Lungern,Schüler/in,,mandatory,student,single,0.0,0.507,0.56,31,51,91,837.14,666.55,0.0,False,False,False,False,False,True,False,NBA14,Churn Risk Retention Outreach,0.65,Transaction activity went from 2 to 0 between the first and second half of the observed window.,NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover.",NBA01,Youth-to-Adult Account Migration,0.145,"Age 15, still holding a youth account. Plan ahead for migration to adult products."
190ed759-821b-40a3-936c-d2cc9f7024d2,Ella,Frei,59,F,LU,Grosswangen,Bautechniker/in HF,construction,matura,employed,divorced,8404.03,0.123,0.5,61,59,43,39651.45,51384.77,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"323 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: divorced, has mortgage: False. Discuss life or legal protection cover.",NBA10,Wealth Building Investment Upsell,0.266,"Income ~CHF 8,404/month, no investment product on file. Open a wealth-building conversation (Anlagekonto/Wertschriftendepot)."
190f653a-9587-47cb-a03f-fa54a6b16c92,Emma,Steiner,89,F,BS,Basel,Pensioniert,,mandatory,retired,divorced,1826.36,0.5,0.45,63,62,20,38254.48,119923.74,0.0,False,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"184 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA07,Idle Cash Investment Upsell,0.5,"CHF 38,254 in checking, risk appetite 0.50, no investment product. Propose Fondssparplan/Wertschriftendepot.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: divorced, has mortgage: False. Discuss life or legal protection cover."
1913b1a1-b0b3-43cf-bb48-f86a6216b654,Giovanni,Meier,65,M,BE,Bern,Informatiker/in EFZ,tech,apprenticeship,employed,married,3844.76,0.0,1.0,46,56,57,8937.94,68789.01,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"582 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover.",NBA14,Churn Risk Retention Outreach,0.133,Transaction activity went from 305 to 277 between the first and second half of the observed window.
191d8efc-10b5-47e5-ab9e-e7b04c299f92,Jan,Müller,29,M,ZG,Steinhausen,Software Engineer,tech,university,employed,single,14213.31,0.0,0.48,41,67,66,52869.2,31163.71,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"396 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA10,Wealth Building Investment Upsell,0.789,"Income ~CHF 14,213/month, no investment product on file. Open a wealth-building conversation (Anlagekonto/Wertschriftendepot).",NBA06,Idle Cash Savings Upgrade,0.419,"CHF 52,869 in checking vs CHF 31,164 in savings, risk appetite 0.00. Propose moving surplus into a Sparkonto/Anlagesparkonto."
192311b6-4b16-49f3-8f61-5ef794e47d3c,Sarah,Keller,86,F,SG,Jonschwil,Pensioniert,,university,retired,married,3318.07,0.0,0.67,88,63,24,42705.81,169074.99,0.0,False,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"283 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover.",NBA08,Pillar 3a Retirement Gap,0.109,"Employment: retired, income ~CHF 3,318/month, no pillar3a product on file. Propose Saeule 3a for the tax deduction."
19365e53-c2fd-4ade-a35d-f78d403d7e6b,Sofia,Vogt,22,F,BE,Zollikofen,Fachmann/-frau Betreuung,education,apprenticeship,employed,single,2249.7,0.131,0.57,57,84,74,15521.01,12126.12,0.0,False,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"325 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover.",NBA06,Idle Cash Savings Upgrade,0.11,"CHF 15,521 in checking vs CHF 12,126 in savings, risk appetite 0.13. Propose moving surplus into a Sparkonto/Anlagesparkonto."
19370239-2e9d-4dd5-9aca-0c0c60e6b78a,Julian,Huber,43,M,LU,Buttisholz,Data Scientist,tech,university,employed,married,13771.32,0.002,0.63,25,82,48,103035.3,54276.71,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"445 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover.",NBA10,Wealth Building Investment Upsell,0.749,"Income ~CHF 13,771/month, no investment product on file. Open a wealth-building conversation (Anlagekonto/Wertschriftendepot)."
19386f43-7456-4e19-b6e0-ae9fcff00272,Liam,Moser,48,M,LU,Menznau,Restaurationsfachmann/-frau,hospitality,apprenticeship,employed,divorced,4510.34,0.0,0.69,51,54,69,10817.44,39950.45,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"408 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: divorced, has mortgage: False. Discuss life or legal protection cover.",NBA14,Churn Risk Retention Outreach,0.181,Transaction activity went from 220 to 188 between the first and second half of the observed window.
193ab556-c027-4290-bd3c-936845aa81b0,Ben,Fischer,11,M,NW,Schaffhausen,Schüler/in,,mandatory,student,single,0.0,0.367,0.68,34,79,93,0.0,1494.1,0.0,False,False,False,False,False,True,False,NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover.",NBA09,Credit Card Cross-Sell,0.095,"1 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA14,Churn Risk Retention Outreach,0.095,Transaction activity went from 1 to 0 between the first and second half of the observed window.
193fe20e-5d4b-4a6f-8f36-0f00a273b949,Marco,Schmid,42,M,TI,Riva San Vitale,Lokführer/in,public_admin,apprenticeship,employed,married,6420.6,0.0,0.51,42,85,47,43323.29,42619.55,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"317 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover.",NBA14,Churn Risk Retention Outreach,0.11,Transaction activity went from 164 to 153 between the first and second half of the observed window.
194271a7-fa1b-4a26-8ca9-76a409b13e46,Beat,Müller,56,M,NE,Chez-le-Bart,Fachmann/-frau Betreuung,education,apprenticeship,employed,married,5355.92,0.0,0.82,54,57,79,47342.25,76955.46,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"458 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover.",NBA02,Newlywed Joint Account Offer,0.05,No marriage event on file for this client in the observed window.
1942877f-683b-45ae-9267-9ef260bac310,Maximilian,Baumann,58,M,AR,Wald AR,DevOps Engineer,tech,university,employed,married,16656.7,0.0,0.74,25,93,64,105844.68,34880.14,109292.42,True,True,True,False,False,False,False,NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover.",NBA06,Idle Cash Savings Upgrade,0.653,"CHF 105,845 in checking vs CHF 34,880 in savings, risk appetite 0.00. Propose moving surplus into a Sparkonto/Anlagesparkonto.",NBA02,Newlywed Joint Account Offer,0.05,No marriage event on file for this client in the observed window.
19442d87-5460-4834-8605-57b0bc7e4012,Sarah,Weber,73,F,OW,Alpnach Dorf,Pensioniert,,university,retired,married,4634.5,0.261,0.25,56,59,44,64006.5,157902.69,0.0,False,False,False,False,False,False,True,NBA02,Newlywed Joint Account Offer,0.02,"[Deceased client — shown for completeness only, do not action] No marriage event on file for this client in the observed window.",NBA03,New Parent Savings Plan,0.02,"[Deceased client — shown for completeness only, do not action] No birth event on file for this client in the observed window.",NBA04,Property Purchase Mortgage & Insurance Bundle,0.02,"[Deceased client — shown for completeness only, do not action] No property purchase event on file for this client in the observed window."
194dff31-fd77-43e7-85bc-c71bf42de5d7,Luca,Suter,40,M,BE,Hettiswil b. Hindelbank,Forscher/in,education,university,employed,married,7061.42,0.0,0.99,69,63,65,30470.54,106031.98,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"556 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA05,Job Change Income Review,0.85,"Recent job change into the manufacturing sector, new income ~CHF 7,046/month. Revisit savings rate and pillar3a contribution.",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover."
196e7e36-3244-4f3b-81f4-c0477f0bb8b6,Luis,Brunner,63,M,VD,Palézieux,Verwaltungsangestellte/r,public_admin,mandatory,employed,married,5165.76,0.0,0.64,70,78,60,25965.65,40879.3,1586.86,True,True,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"424 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover.",NBA02,Newlywed Joint Account Offer,0.05,No marriage event on file for this client in the observed window.
1974a039-b989-4224-b9a8-a50382b3ae4f,Mia,Keller,52,F,ZH,Birmensdorf ZH,,,apprenticeship,employed,single,7661.58,0.172,0.64,24,59,88,10926.52,5496.29,0.0,False,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"170 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA08,Pillar 3a Retirement Gap,0.899,"Employment: employed, income ~CHF 7,662/month, no pillar3a product on file. Propose Saeule 3a for the tax deduction.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover."
19760a67-48a6-452b-b630-bb91816bacb3,Michael,Rossi,40,M,SG,Sennwald,Gymnasiallehrer/in,education,university,employed,divorced,11202.63,0.0,0.75,65,52,76,54717.19,74239.47,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"520 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA10,Wealth Building Investment Upsell,0.518,"Income ~CHF 11,203/month, no investment product on file. Open a wealth-building conversation (Anlagekonto/Wertschriftendepot).",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: divorced, has mortgage: False. Discuss life or legal protection cover."
197c8f13-a110-491c-85ae-f306c43618f8,Jonas,Steiner,36,M,BE,Herzogenbuchsee,Apotheker/in,health,university,employed,married,9736.79,0.0,0.75,31,97,73,69608.77,89740.76,0.0,True,False,False,True,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"447 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA10,Wealth Building Investment Upsell,0.386,"Income ~CHF 9,737/month, no investment product on file. Open a wealth-building conversation (Anlagekonto/Wertschriftendepot).",NBA14,Churn Risk Retention Outreach,0.108,Transaction activity went from 231 to 216 between the first and second half of the observed window.
198a611a-1b7c-4260-9da8-20dd6440bb28,Kurt,Müller,27,M,BS,Basel,,,university,employed,single,10501.42,0.203,0.86,55,53,69,43820.33,13543.62,0.0,False,False,True,False,False,False,False,NBA08,Pillar 3a Retirement Gap,0.95,"Employment: employed, income ~CHF 10,501/month, no pillar3a product on file. Propose Saeule 3a for the tax deduction.",NBA05,Job Change Income Review,0.85,"Recent job change into the finance sector, new income ~CHF 10,475/month. Revisit savings rate and pillar3a contribution.",NBA06,Idle Cash Savings Upgrade,0.546,"CHF 43,820 in checking vs CHF 13,544 in savings, risk appetite 0.20. Propose moving surplus into a Sparkonto/Anlagesparkonto."
198f1fc6-4f8d-487c-b58b-1194f2588632,Anna,Graf,46,F,SH,Schaffhausen,Beamte/r höherer Dienst,public_admin,university,self_employed,single,9356.44,0.0,0.39,55,43,69,175985.86,58659.75,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"291 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA05,Job Change Income Review,0.85,"Recent job change into the tech sector, new income ~CHF 9,006/month. Revisit savings rate and pillar3a contribution.",NBA06,Idle Cash Savings Upgrade,0.65,"CHF 175,986 in checking vs CHF 58,660 in savings, risk appetite 0.00. Propose moving surplus into a Sparkonto/Anlagesparkonto."
1998205b-97c7-4d33-9ede-928c675a00dd,Noah,Zimmermann,27,M,OW,Engelberg,Bautechniker/in HF,construction,matura,self_employed,single,3425.13,0.111,1.0,70,53,72,26154.86,40306.57,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"696 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover.",NBA07,Idle Cash Investment Upsell,0.12,"CHF 26,155 in checking, risk appetite 0.11, no investment product. Propose Fondssparplan/Wertschriftendepot."
199d99e9-e6f7-45be-99f0-5b851fb091d9,Emma,Huber,75,F,AR,Urnäsch,Pensioniert,,apprenticeship,retired,divorced,1804.75,0.0,0.25,78,67,40,71437.42,180219.34,0.0,False,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"138 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: divorced, has mortgage: False. Discuss life or legal protection cover.",NBA02,Newlywed Joint Account Offer,0.05,No marriage event on file for this client in the observed window.
199f4632-333e-4d7b-b55c-4244ef60da55,Sara,Peter,36,F,BS,Basel,Dentalassistent/in,health,apprenticeship,employed,single,5088.68,0.0,0.81,46,48,54,45098.92,55439.7,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"471 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover.",NBA14,Churn Risk Retention Outreach,0.084,Transaction activity went from 240 to 231 between the first and second half of the observed window.
19a9b67d-4020-4d19-9217-17fd4467504f,Simon,Huber,79,M,SG,Grabs,Pensioniert,,university,retired,married,4460.57,0.043,0.68,34,69,26,65884.38,125494.94,0.0,False,False,False,False,False,False,True,NBA02,Newlywed Joint Account Offer,0.02,"[Deceased client — shown for completeness only, do not action] No marriage event on file for this client in the observed window.",NBA03,New Parent Savings Plan,0.02,"[Deceased client — shown for completeness only, do not action] No birth event on file for this client in the observed window.",NBA04,Property Purchase Mortgage & Insurance Bundle,0.02,"[Deceased client — shown for completeness only, do not action] No property purchase event on file for this client in the observed window."
19b0c4cd-8689-41c1-8b00-a624b17c274d,Claudia,Rossi,71,F,GR,St. Moritz,Pensioniert,,apprenticeship,retired,married,3168.1,0.0,0.9,63,92,36,67089.92,130888.97,0.0,True,False,True,False,False,False,False,NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover.",NBA02,Newlywed Joint Account Offer,0.05,No marriage event on file for this client in the observed window.,NBA03,New Parent Savings Plan,0.05,No birth event on file for this client in the observed window.
19b18166-3b13-45ba-b361-62c36aa5ba99,Sofia,Müller,45,F,NW,Buochs,Wirtschaftsprüfer/in,finance,university,employed,married,20466.75,0.0,0.65,34,60,53,103571.03,102592.01,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"571 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA10,Wealth Building Investment Upsell,0.95,"Income ~CHF 20,467/month, no investment product on file. Open a wealth-building conversation (Anlagekonto/Wertschriftendepot).",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover."
19b99757-8bbd-4ec0-8b7c-eda8771d0d59,Matteo,Baumann,34,M,BS,Basel,Polizist/in,public_admin,apprenticeship,employed,married,6260.98,0.0,0.68,47,81,53,49481.27,27672.85,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"412 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover.",NBA06,Idle Cash Savings Upgrade,0.447,"CHF 49,481 in checking vs CHF 27,673 in savings, risk appetite 0.00. Propose moving surplus into a Sparkonto/Anlagesparkonto."
19bff19e-74d0-4bd9-bc70-4726d0bcfc35,Andrea,Baumann,54,F,GR,Alvaschein,Ökonom/in,public_admin,university,employed,married,15171.94,0.0,0.66,29,89,54,103919.56,113805.05,6984.63,True,True,True,False,True,False,False,NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: True. Discuss life or legal protection cover.",NBA12,Mortgage Refinance Timing,0.75,Holds a fixed-rate mortgage (Festhypothek). Periodic check-in recommended ahead of the fixed-term renewal (exact renewal date not available in this dataset).,NBA14,Churn Risk Retention Outreach,0.054,Transaction activity went from 234 to 233 between the first and second half of the observed window.
19c357f3-93fe-4072-baeb-82efe6edb0a2,Sarah,Fischer,55,F,BE,Weisslingen,Mediamatiker/in,tech,mandatory,employed,married,4947.25,0.0,0.78,69,70,53,32548.48,21155.3,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"515 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.815,"No insurance product on file. Marital status: married, has mortgage: False. Discuss life or legal protection cover.",NBA06,Idle Cash Savings Upgrade,0.339,"CHF 32,548 in checking vs CHF 21,155 in savings, risk appetite 0.00. Propose moving surplus into a Sparkonto/Anlagesparkonto."
19c8698b-8963-4f74-9dbd-c544bcd2560e,Finn,Gerber,33,M,BE,Les Reussilles,Informatiker/in EFZ,tech,apprenticeship,self_employed,single,6569.98,0.273,0.8,54,65,69,45970.09,66756.25,0.0,True,False,True,False,False,False,False,NBA05,Job Change Income Review,0.85,"Recent job change into the tech sector, new income ~CHF 7,077/month. Revisit savings rate and pillar3a contribution.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover.",NBA07,Idle Cash Investment Upsell,0.296,"CHF 45,970 in checking, risk appetite 0.27, no investment product. Propose Fondssparplan/Wertschriftendepot."
19d2cda0-4372-4dd3-8a22-0f2dc649b6b4,Michael,da Silva,55,M,OW,Alpnach Dorf,Fachmann/-frau Betreuung,education,apprenticeship,employed,divorced,6109.92,0.0,0.64,54,55,53,59033.62,53446.5,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"404 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: divorced, has mortgage: False. Discuss life or legal protection cover.",NBA06,Idle Cash Savings Upgrade,0.135,"CHF 59,034 in checking vs CHF 53,446 in savings, risk appetite 0.00. Propose moving surplus into a Sparkonto/Anlagesparkonto."
19d48924-4eaf-4725-bca2-0105e13a37af,Andrea,Meyer,32,F,ZH,Sünikon,CNC-Fachmann/-frau,manufacturing,apprenticeship,employed,married,7361.57,0.0,0.67,35,75,53,42983.48,85394.24,0.0,True,False,False,True,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"385 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA05,Job Change Income Review,0.85,"Recent job change into the education sector, new income ~CHF 7,346/month. Revisit savings rate and pillar3a contribution.",NBA10,Wealth Building Investment Upsell,0.173,"Income ~CHF 7,362/month, no investment product on file. Open a wealth-building conversation (Anlagekonto/Wertschriftendepot)."
19d6b0a9-f461-4d1c-b656-c03290d0f0d2,Monika,Rossi,31,F,SH,Ramsen,ICT-Fachmann/-frau,tech,apprenticeship,employed,single,7025.72,0.093,0.33,46,64,51,66967.35,108542.9,0.0,True,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"239 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover.",NBA15,Wallet Share Consolidation,0.204,"Estimated wallet share with us is 33%, income ~CHF 7,026/month. Propose a full relationship consolidation review."
19d80548-c85a-47fb-ba59-a7f2180f51ba,Noah,Weber,8,M,GL,Matt,Schüler/in,,mandatory,student,single,0.0,0.374,1.0,22,86,92,0.0,766.32,0.0,False,False,False,False,False,True,False,NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover.",NBA09,Credit Card Cross-Sell,0.095,"1 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA14,Churn Risk Retention Outreach,0.095,Transaction activity went from 1 to 0 between the first and second half of the observed window.
19d918da-ba71-4f4a-bf55-c8332b25229c,Alexander,Meier,24,M,GE,Conches,,,matura,employed,single,6485.75,0.051,1.0,36,66,84,4385.55,3547.68,0.0,False,False,False,False,False,False,False,NBA09,Credit Card Cross-Sell,0.95,"347 transactions observed in the window, no credit card on file. Offer Kreditkarte Visa/Mastercard.",NBA08,Pillar 3a Retirement Gap,0.723,"Employment: employed, income ~CHF 6,486/month, no pillar3a product on file. Propose Saeule 3a for the tax deduction.",NBA11,Insurance Protection Gap,0.318,"No insurance product on file. Marital status: single, has mortgage: False. Discuss life or legal protection cover."
